# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Mon Dec  6 23:03:15 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,
# User preference: *,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN hostname:       Host Name,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN sy_snum:        Number of Stars,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN sy_pnum:        Number of Planets,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN discoverymethod: Discovery Method,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN disc_year:      Discovery Year,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]),,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_spectype:    Spectral Type,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_teff:        Stellar Effective Temperature [K],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_radlim:      Stellar Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masslim:     Stellar Mass Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,
pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim
HR 810 b,HR 810,1,1,Radial Velocity,1999,0.92,0.02,-0.02,0,2.27,0.25,-0.25,0,Msini,G0V,6167,24,-24,0,1.13,0.02,-0.02,0,1.34,0.13,-0.13,0
HR 858 b,HR 858,2,3,Transit,2019,0.048,0.001,-0.0011,0,0.0157,,,0,M-R relationship,F6 V,6201,50,-50,0,1.31,0.02,-0.02,0,1.15,0.07,-0.08,0
HR 858 c,HR 858,2,3,Transit,2019,0.0674,0.0014,-0.0016,0,0.0139,,,0,M-R relationship,F6 V,6201,50,-50,0,1.31,0.02,-0.02,0,1.15,0.07,-0.08,0
HR 858 d,HR 858,2,3,Transit,2019,0.1027,0.0022,-0.0025,0,0.0168,,,0,M-R relationship,F6 V,6201,50,-50,0,1.31,0.02,-0.02,0,1.15,0.07,-0.08,0
HR 8799 b,HR 8799,1,4,Imaging,2008,68,,,0,7,4,-2,0,Mass,A5 V,7204.58,83.84,-129.54,0,1.49,0.05,-0.05,0,1.5,0.3,-0.3,0
HR 8799 c,HR 8799,1,4,Imaging,2008,38,,,0,10,3,-3,0,Mass,A5 V,7204.58,83.84,-129.54,0,1.49,0.05,-0.05,0,1.5,0.3,-0.3,0
HR 8799 d,HR 8799,1,4,Imaging,2008,24,,,0,10,3,-3,0,Mass,A5 V,7204.58,83.84,-129.54,0,1.49,0.05,-0.05,0,1.5,0.3,-0.3,0
HR 8799 e,HR 8799,1,4,Imaging,2010,16.4,2.1,-1.1,0,10,7,-4,0,Mass,A5,7400,,,0,1.49,0.05,-0.05,0,1.51,0.04,-0.02,0
HU Aqr AB b,HU Aqr,2,2,Eclipse Timing Variations,2011,3.6,0.8,-0.8,0,5.9,0.6,-0.6,0,Msin(i)/sin(i),,5952,919.8,-350.8,0,,,,,0.88,,,0
HU Aqr AB c,HU Aqr,2,2,Eclipse Timing Variations,2011,5.4,0.9,-0.9,0,4.5,0.5,-0.5,0,Msin(i)/sin(i),,5952,919.8,-350.8,0,,,,,0.88,,,0
HW Vir b,HW Vir,3,1,Eclipse Timing Variations,2012,4.69,0.06,-0.06,0,14.48228,1.01275,-1.01275,0,Msin(i)/sin(i),,8868.67,724.33,-905.42,0,,,,,0.48,0.01,-0.01,0
IC 4651 9122 b,IC 4651 9122,1,1,Radial Velocity,2018,2.038,0.039,-0.039,0,6.3,0.5,-0.5,0,Msini,,4740.1,35.15,-35.15,0,10.27,0.47,-0.68,0,2.1,,,0
K2-10 b,K2-10,1,1,Transit,2015,0.137,0.0015,-0.0015,0,0.08495,0.05349,-0.05034,0,Mass,F9,5620,70,-70,0,0.98,0.08,-0.08,0,0.92,0.05,-0.05,0
K2-100 b,K2-100,1,1,Transit,2016,0.0301,0.0014,-0.0014,0,0.06859,0.01951,-0.01951,0,Mass,G0 V,5945,110,-110,0,1.24,0.05,-0.05,0,1.15,0.05,-0.05,0
K2-101 b,K2-101,1,1,Transit,2016,0.1124,0.0095,-0.0239,0,0.0147,,,0,M-R relationship,K3,4927,47,-46,0,0.76,0.01,-0.01,0,0.82,0.02,-0.03,0
K2-102 b,K2-102,1,1,Transit,2016,,,,,0.00705,,,0,M-R relationship,K5,4695,50,-50,0,0.71,0.03,-0.03,0,0.77,0.06,-0.06,0
K2-104 b,K2-104,1,1,Transit,2016,0.0242,0.0022,-0.0055,0,0.0121,,,0,M-R relationship,M2.5e,3712,54,-76,0,0.48,0.01,-0.01,0,0.51,0.02,-0.02,0
K2-105 b,K2-105,1,1,Transit,2017,0.0833,0.0039,-0.0116,0,0.09439,0.05978,-0.05978,0,Mass,K1,5636,49,-52,0,0.97,0.01,-0.01,0,1.05,0.02,-0.02,0
K2-107 b,K2-107,1,1,Transit,2017,0.0475,0.0006,-0.0006,0,0.84,0.08,-0.08,0,Mass,F9 IV,6061,96,-96,0,1.81,0.06,-0.06,0,1.3,0.05,-0.05,0
K2-108 b,K2-108,1,1,Transit,2017,0.0581,0.0009,-0.0009,0,0.18689,0.01384,-0.01384,0,Mass,,5599,87,-87,0,1.76,0.04,-0.04,0,1.17,0.06,-0.06,0
K2-11 b,K2-11,1,1,Transit,2015,0.2257,0.0143,-0.0143,0,0.14,,,0,M-R relationship,G8,5433,49,-144,0,5.15,0.2,-4.39,0,1.35,0.04,-0.56,0
K2-110 b,K2-110,1,1,Transit,2017,0.1027,0.0011,-0.0011,0,0.05254,0.01007,-0.01007,0,Mass,K3 V,4950,58,-58,0,0.71,0.01,-0.01,0,0.75,0.02,-0.02,0
K2-111 b,K2-111,1,2,Transit,2017,0.057,0.0012,-0.0012,0,0.01664,0.00239,-0.00242,0,Mass,G2,5775,60,-60,0,1.25,0.02,-0.02,0,0.84,0.02,-0.02,0
K2-111 c,K2-111,1,2,Radial Velocity,2020,0.1166,0.0025,-0.0025,0,0.03555,0.00346,-0.00346,0,Msini,G2,5775,60,-60,0,1.25,0.02,-0.02,0,0.84,0.02,-0.02,0
K2-113 b,K2-113,1,1,Transit,2017,0.0642,0.0009,-0.0009,0,1.29,0.13,-0.14,0,Mass,G,5660,87,-87,0,1.24,0.03,-0.03,0,1.04,0.04,-0.04,0
K2-114 b,K2-114,1,1,Transit,2017,0.0983,0.0037,-0.0044,0,1.85,0.23,-0.22,0,Mass,,5039,52,-55,0,0.87,0.02,-0.02,0,0.89,0.03,-0.02,0
K2-115 b,K2-115,1,1,Transit,2017,0.143,0.0012,-0.0012,0,0.84,0.18,-0.2,0,Mass,G4,5657,60,-60,0,0.88,0.01,-0.01,0,0.95,0.02,-0.02,0
K2-116 b,K2-116,1,1,Transit,2017,0.048,0.002,-0.002,0,0.00081,,,0,M-R relationship,,4348.35,86.1,-87.78,0,0.67,0.03,-0.03,0,0.69,0.07,-0.07,0
K2-117 b,K2-117,1,2,Transit,2017,0.0189,0.0001,-0.0001,0,0.015,,,0,M-R relationship,M1.0 V,3778,53,-53,0,0.51,0.01,-0.01,0,0.54,0.01,-0.01,0
K2-117 c,K2-117,1,2,Transit,2017,0.0492,0.0003,-0.0003,0,0.0154,,,0,M-R relationship,M1.0 V,3778,53,-53,0,0.51,0.01,-0.01,0,0.54,0.01,-0.01,0
K2-118 b,K2-118,1,1,Transit,2017,0.245,0.008,-0.008,0,0.022,,,0,M-R relationship,,4726.29,142.64,-127.34,0,0.73,0.05,-0.04,0,0.76,0.08,-0.08,0
K2-119 b,K2-119,1,1,Transit,2017,0.0698,0.0006,-0.0006,0,0.0218,,,0,M-R relationship,,4740,100,-100,0,0.71,0.01,-0.01,0,0.76,0.02,-0.02,0
K2-12 b,K2-12,1,1,Transit,2015,0.0802,0.0021,-0.0021,0,0.019,,,0,M-R relationship,F9,5800,53,-90,0,1.01,0.27,-0.09,0,1.01,0.05,-0.06,0
K2-120 b,K2-120,1,1,Transit,2017,0.078,0.003,-0.003,0,0.0148,,,0,M-R relationship,,4349.9,101.62,-96.12,0,0.67,0.04,-0.03,0,0.69,0.07,-0.07,0
K2-121 b,K2-121,1,1,Transit,2017,0.0629,0.0033,-0.0043,0,0.139,,,0,M-R relationship,,4690,43,-41,0,0.67,0.01,-0.01,0,0.69,0.03,-0.03,0
K2-122 b,K2-122,2,1,Transit,2017,0.0373,0.0038,-0.0095,0,0.00521,,,0,M-R relationship,M0,4009,47,-44,0,0.59,0.01,-0.01,0,0.63,0.02,-0.02,0
K2-123 b,K2-123,1,1,Transit,2017,0.1649,0.0008,-0.0008,0,0.0253,,,0,M-R relationship,,4035,52,-52,0,0.59,0.01,-0.01,0,0.62,0.01,-0.01,0
K2-124 b,K2-124,1,1,Transit,2017,0.049,0.002,-0.002,0,0.0275,,,0,M-R relationship,,3570,63,-70,0,0.39,0.02,-0.01,0,0.39,0.01,-0.04,0
K2-125 b,K2-125,1,1,Transit,2017,0.121,0.004,-0.005,0,0.017,,,0,M-R relationship,,3654.47,99.56,-92.33,0,0.4,0.03,-0.03,0,0.49,0.05,-0.06,0
K2-126 b,K2-126,1,1,Transit,2017,0.0656,0.0004,-0.0004,0,0.0143,,,0,M-R relationship,,4339,92,-92,0,0.65,0.01,-0.01,0,0.69,0.01,-0.01,0
K2-127 b,K2-127,1,1,Transit,2017,0.0411,0.0002,-0.0002,0,0.167,,,0,M-R relationship,,4575,74,-74,0,0.66,0.01,-0.01,0,0.72,0.01,-0.01,0
K2-128 b,K2-128,1,1,Transit,2017,0.056,0.002,-0.002,0,0.00819,,,0,M-R relationship,,4469.51,171.97,-145.15,0,0.78,0.08,-0.06,0,0.71,0.07,-0.07,0
K2-129 b,K2-129,1,1,Transit,2017,0.057,0.003,-0.004,0,0.00352,,,0,M-R relationship,,3459.09,89.05,-83.62,0,0.36,0.03,-0.03,0,0.36,0.07,-0.07,0
K2-13 b,K2-13,1,1,Transit,2015,0.2114,0.0061,-0.0061,0,0.0133,,,0,M-R relationship,G3,5698,45,-82,0,0.78,0.09,-0.05,0,0.8,0.04,-0.04,0
K2-130 b,K2-130,1,1,Transit,2017,0.032,0.001,-0.001,0,0.0066,,,0,M-R relationship,,4356.47,196.73,-172.4,0,0.74,0.11,-0.08,0,0.7,0.07,-0.07,0
K2-131 b,K2-131,1,1,Transit,2017,0.0095,0,0,0,0.01982,0.0044,-0.0044,0,Mass,,5245,46,-52,0,0.75,0.01,-0.01,0,0.84,0.01,-0.01,0
K2-132 b,K2-132,1,1,Transit,2017,0.0916,0.0006,-0.0006,0,0.49,0.06,-0.06,0,Mass,,4840,90,-90,0,3.85,0.13,-0.13,0,1.08,0.08,-0.08,0
K2-133 b,K2-133,1,4,Transit,2017,0.03194,0.00025,-0.00026,0,0.00742,,,0,M-R relationship,M1.5 V,3655,80,-80,0,0.46,0.02,-0.02,0,0.46,0.01,-0.01,0
K2-133 c,K2-133,1,4,Transit,2017,0.04341,0.00034,-0.00035,0,0.0101,,,0,M-R relationship,M1.5 V,3655,80,-80,0,0.46,0.02,-0.02,0,0.46,0.01,-0.01,0
K2-133 d,K2-133,1,4,Transit,2017,0.07487,0.00059,-0.0006,0,0.0147,,,0,M-R relationship,M1.5 V,3655,80,-80,0,0.46,0.02,-0.02,0,0.46,0.01,-0.01,0
K2-133 e,K2-133,1,4,Transit,2019,0.1346,0.0011,-0.0011,0,0.0115,,,0,M-R relationship,M1.5 V,3655,80,-80,0,0.46,0.02,-0.02,0,0.46,0.01,-0.01,0
K2-136 b,K2-136,2,3,Transit,2017,,,,,0.00295,,,0,M-R relationship,K5.5,4499,50,-50,0,0.66,0.02,-0.02,0,0.74,0.02,-0.02,0
K2-136 c,K2-136,2,3,Transit,2017,0.11728,0.00048,-0.00048,0,0.0277,,,0,M-R relationship,K5.5,4499,50,-50,0,0.66,0.02,-0.02,0,0.74,0.02,-0.02,0
K2-136 d,K2-136,2,3,Transit,2017,,,,,0.00849,,,0,M-R relationship,K5.5,4499,50,-50,0,0.66,0.02,-0.02,0,0.74,0.02,-0.02,0
K2-137 b,K2-137,1,1,Transit,2017,0.0058,0.0006,-0.0006,0,0.5,,,1,Mass,M3 V,3492,70,-70,0,0.44,0.04,-0.04,0,0.46,0.05,-0.05,0
K2-138 b,K2-138,1,6,Transit,2017,0.03385,0.00023,-0.00029,0,0.00975,0.0033,-0.0033,0,Mass,G8 V,5356.3,41.8,-13.1,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0
K2-138 c,K2-138,1,6,Transit,2017,0.04461,0.0003,-0.00038,0,0.01985,0.00356,-0.00387,0,Mass,G8 V,5356.3,41.8,-13.1,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0
K2-138 d,K2-138,1,6,Transit,2017,0.05893,0.0004,-0.0005,0,0.02492,0.00437,-0.00425,0,Mass,G8 V,5356.3,41.8,-13.1,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0
K2-138 e,K2-138,1,6,Transit,2017,0.0782,0.00053,-0.00066,0,0.04081,0.00623,-0.00626,0,Mass,G8 V,5356.3,41.8,-13.1,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0
K2-138 f,K2-138,1,6,Transit,2017,0.10447,0.0007,-0.00088,0,0.00513,0.00667,-0.00371,0,Mass,G8 V,5356.3,41.8,-13.1,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0
K2-138 g,K2-138,1,6,Transit,2021,0.23109,0.00154,-0.00196,0,0.01359,0.01655,-0.00953,0,Mass,G8 V,5356.3,41.8,-13.1,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0
K2-139 b,K2-139,1,1,Transit,2017,0.1796,0.0015,-0.0015,0,0.387,0.083,-0.075,0,Mass,K0 V,5370,68,-68,0,0.88,0.01,-0.01,0,0.96,0.02,-0.02,0
K2-14 b,K2-14,1,1,Transit,2015,0.0627,0.0006,-0.0006,0,0.065,,,0,M-R relationship,M0,3789,17,-16,0,0.45,0.01,-0.01,0,0.47,0.01,-0.01,0
K2-140 b,K2-140,1,1,Transit,2017,0.068,0.001,-0.001,0,0.93,0.04,-0.04,0,Mass,G6 V,5585,120,-120,0,1.06,0.07,-0.06,0,0.96,0.06,-0.04,0
K2-141 b,K2-141,1,2,Transit,2018,0.00716,0.00055,-0.00065,0,0.01598,0.00129,-0.00129,0,Mass,K7 V,4599,79,-79,0,0.68,0.02,-0.02,0,0.71,0.03,-0.03,0
K2-141 c,K2-141,1,2,Transit,2018,,,,,0.02328,,,1,Mass,K7 V,4599,79,-79,0,0.68,0.02,-0.02,0,0.71,0.03,-0.03,0
K2-146 b,K2-146,1,2,Transit,2018,0.0248,0.0002,-0.0002,0,0.01816,0.00024,-0.00024,0,Mass,M3.0 V,3385,70,-70,0,0.33,0.01,-0.01,0,0.33,0.01,-0.01,0
K2-146 c,K2-146,1,2,Transit,2019,0.0327,0.0006,-0.0006,0,0.02358,0.00031,-0.00031,0,Mass,M3.0 V,3385,70,-70,0,0.33,0.01,-0.01,0,0.33,0.01,-0.01,0
K2-147 b,K2-147,1,1,Transit,2018,0.0159,0.0005,-0.0005,0,0.0078,,,0,M-R relationship,,3672,70,-70,0,0.55,0.06,-0.06,0,0.58,0.06,-0.06,0
K2-148 b,K2-148,2,3,Transit,2018,0.0454,0.0014,-0.0014,0,0.00733,,,0,M-R relationship,,4079,70,-70,0,0.63,0.06,-0.06,0,0.65,0.06,-0.06,0
K2-148 c,K2-148,2,3,Transit,2018,0.0616,0.0019,-0.0019,0,0.0115,,,0,M-R relationship,,4079,70,-70,0,0.63,0.06,-0.06,0,0.65,0.06,-0.06,0
K2-148 d,K2-148,2,3,Transit,2018,0.0774,0.0024,-0.0024,0,0.0105,,,0,M-R relationship,,4079,70,-70,0,0.63,0.06,-0.06,0,0.65,0.06,-0.06,0
K2-149 b,K2-149,1,1,Transit,2018,0.083,0.0027,-0.0027,0,0.0105,,,0,M-R relationship,M1.0 V,3745,70,-70,0,0.57,0.06,-0.06,0,0.59,0.06,-0.06,0
K2-15 b,K2-15,1,1,Transit,2015,0.091,0.0018,-0.0018,0,0.0211,,,0,M-R relationship,G8,5131,69,-65,0,0.68,0.06,-0.03,0,0.72,0.06,-0.03,0
K2-150 b,K2-150,1,1,Transit,2018,0.0727,0.0027,-0.0027,0,0.0147,,,0,M-R relationship,M2.5 V,3499,70,-70,0,0.44,0.04,-0.04,0,0.46,0.05,-0.05,0
K2-151 b,K2-151,2,1,Transit,2018,0.0373,0.0002,-0.0002,0,0.00889,,,0,M-R relationship,M1.5 V,3695,32,-32,0,0.45,0.01,-0.01,0,0.47,0.01,-0.01,0
K2-152 b,K2-152,1,1,Transit,2018,0.1716,0.0012,-0.0012,0,0.0184,,,0,M-R relationship,M0.0 V,4044,34,-35,0,0.61,0.01,-0.01,0,0.63,0.01,-0.01,0
K2-153 b,K2-153,1,1,Transit,2018,0.0614,0.0004,-0.0004,0,0.0147,,,0,M-R relationship,M3.0 V,3845,37,-37,0,0.53,0.01,-0.01,0,0.55,0.01,-0.01,0
K2-154 b,K2-154,1,2,Transit,2018,0.0405,0.0003,-0.0003,0,0.0145,,,0,M-R relationship,M0.0 V,4097,40,-45,0,0.63,0.01,-0.01,0,0.65,0.02,-0.01,0
K2-154 c,K2-154,1,2,Transit,2018,0.0677,0.0005,-0.0005,0,0.0155,,,0,M-R relationship,M0.0 V,4097,40,-45,0,0.63,0.01,-0.01,0,0.65,0.02,-0.01,0
K2-155 b,K2-155,1,3,Transit,2018,0.0562,0.0013,-0.0014,0,0.0123,,,0,M-R relationship,K7,4258,150,-150,0,0.58,0.06,-0.03,0,0.65,0.06,-0.03,0
K2-155 c,K2-155,1,3,Transit,2018,0.0946,0.0031,-0.003,0,0.0229,,,0,M-R relationship,K7,4258,150,-150,0,0.58,0.06,-0.03,0,0.65,0.06,-0.03,0
K2-155 d,K2-155,1,3,Transit,2018,0.1937,0.0064,-0.0059,0,0.0134,,,0,M-R relationship,K7,4258,150,-150,0,0.58,0.06,-0.03,0,0.65,0.06,-0.03,0
K2-156 b,K2-156,1,1,Transit,2018,0.0149,0.0001,-0.0001,0,0.00505,,,0,M-R relationship,,4597,50,-50,0,0.66,0.01,-0.01,0,0.66,0.02,-0.01,0
K2-157 b,K2-157,1,1,Transit,2018,,,,,0.00371,,,0,M-R relationship,,5456,50,-50,0,0.88,0.05,-0.03,0,0.94,0.02,-0.03,0
K2-158 b,K2-158,1,2,Transit,2018,0.0887,0.0008,-0.0008,0,0.0235,,,0,M-R relationship,,5503,51,-48,0,0.95,0.02,-0.02,0,0.92,0.03,-0.02,0
K2-158 c,K2-158,1,2,Transit,2018,0.0622,0.0006,-0.0006,0,0.00687,,,0,M-R relationship,,5503,51,-48,0,0.95,0.02,-0.02,0,0.92,0.03,-0.02,0
K2-159 b,K2-159,1,1,Transit,2018,0.1013,0.0008,-0.0009,0,0.018,,,0,M-R relationship,,5425,44,-44,0,0.83,0.01,-0.01,0,0.9,0.02,-0.03,0
K2-16 b,K2-16,1,3,Transit,2015,0.0667,0.0011,-0.0011,0,0.0149,,,0,M-R relationship,K3 V,4742,60,-60,0,0.66,0.03,-0.03,0,0.68,0.03,-0.03,0
K2-16 c,K2-16,1,3,Transit,2015,0.1229,0.0021,-0.0021,0,0.022,,,0,M-R relationship,K3 V,4742,60,-60,0,0.66,0.03,-0.03,0,0.68,0.03,-0.03,0
K2-160 b,K2-160,1,1,Transit,2018,,,,,0.0322,,,0,M-R relationship,,5649,50,-50,0,0.91,0.04,-0.03,0,0.98,0.02,-0.03,0
K2-161 b,K2-161,1,1,Transit,2018,,,,,0.0978,,,0,M-R relationship,,4972,50,-50,0,2.57,0.31,-0.25,0,0.99,0.08,-0.06,0
K2-162 b,K2-162,1,1,Transit,2018,0.0795,0.0006,-0.0006,0,0.00839,,,0,M-R relationship,,4842,49,-45,0,0.69,0.01,-0.01,0,0.75,0.02,-0.02,0
K2-163 b,K2-163,1,1,Transit,2018,,,,,0.0209,,,0,M-R relationship,,4937,50,-50,0,0.76,0.02,-0.01,0,0.83,0.02,-0.02,0
K2-164 b,K2-164,1,1,Transit,2018,,,,,0.0334,,,0,M-R relationship,,5791,50,-50,0,2.2,0.31,-0.25,0,1.18,0.09,-0.06,0
K2-165 b,K2-165,1,3,Transit,2018,,,,,0.00682,,,0,M-R relationship,,5185,50,-50,0,0.8,0.05,-0.03,0,0.83,0.03,-0.03,0
K2-165 c,K2-165,1,3,Transit,2018,,,,,0.00955,,,0,M-R relationship,,5185,50,-50,0,0.8,0.05,-0.03,0,0.83,0.03,-0.03,0
K2-165 d,K2-165,1,3,Transit,2018,,,,,0.0236,,,0,M-R relationship,,5185,50,-50,0,0.8,0.05,-0.03,0,0.83,0.03,-0.03,0
K2-166 b,K2-166,1,2,Transit,2018,0.0858,0.001,-0.0009,0,0.0171,,,0,M-R relationship,,5960,52,-53,0,1.61,0.04,-0.04,0,1.16,0.05,-0.03,0
K2-167 b,K2-167,1,1,Transit,2018,,,,,0.0262,,,0,M-R relationship,F7 V,5908,50,-50,0,1.83,0.29,-0.28,0,1.02,0.12,-0.09,0
K2-168 b,K2-168,1,2,Transit,2018,,,,,0.013,,,0,M-R relationship,,5502.7,101,-50.5,0,0.83,0.09,-0.04,0,0.88,0.06,-0.03,0
K2-169 b,K2-169,1,1,Transit,2018,,,,,0.00681,,,0,M-R relationship,,5548,50,-50,0,0.92,0.05,-0.03,0,0.99,0.03,-0.03,0
K2-17 b,K2-17,1,1,Transit,2015,0.119,0.002,-0.002,0,0.0176,,,0,M-R relationship,K7,4320,56,-47,0,0.66,0.02,-0.03,0,0.71,0.02,-0.05,0
K2-170 b,K2-170,1,2,Transit,2018,,,,,0.00817,,,0,M-R relationship,,5748,50,-50,0,0.98,0.11,-0.07,0,0.96,0.03,-0.03,0
K2-170 c,K2-170,1,2,Transit,2018,,,,,0.0123,,,0,M-R relationship,,5748,50,-50,0,0.98,0.11,-0.07,0,0.96,0.03,-0.03,0
K2-171 b,K2-171,1,1,Transit,2018,,,,,0.0242,,,0,M-R relationship,,5250,50,-50,0,1.72,0.22,-0.19,0,0.89,0.06,-0.03,0
K2-172 b,K2-172,1,2,Transit,2018,,,,,0.0107,,,0,M-R relationship,,5569,50,-50,0,0.87,0.04,-0.03,0,0.93,0.03,-0.03,0
K2-172 c,K2-172,1,2,Transit,2018,,,,,0.0326,,,0,M-R relationship,,5569,50,-50,0,0.87,0.04,-0.03,0,0.93,0.03,-0.03,0
K2-173 b,K2-173,1,1,Transit,2018,,,,,0.0101,,,0,M-R relationship,,5580,70,-70,0,0.84,0.06,-0.04,0,0.88,0.03,-0.04,0
K2-174 b,K2-174,1,1,Transit,2018,0.126,0.001,-0.001,0,0.0229,,,0,M-R relationship,,4455,31,-29,0,0.68,0.01,-0.01,0,0.7,0.03,-0.02,0
K2-175 b,K2-175,1,1,Transit,2018,,,,,0.0151,,,0,M-R relationship,,5909,50,-50,0,1.42,0.21,-0.17,0,1.09,0.06,-0.04,0
K2-176 b,K2-176,1,1,Transit,2018,,,,,0.0089,,,0,M-R relationship,,5428,50,-50,0,0.86,0.03,-0.02,0,0.94,0.02,-0.02,0
K2-177 b,K2-177,1,1,Transit,2018,,,,,0.0161,,,0,M-R relationship,,6063,50,-50,0,1.21,0.09,-0.06,0,1.21,0.03,-0.04,0
K2-178 b,K2-178,1,1,Transit,2018,,,,,0.039,,,0,M-R relationship,,5525,50,-50,0,0.89,0.04,-0.03,0,0.95,0.02,-0.03,0
K2-179 b,K2-179,1,1,Transit,2018,,,,,0.0216,,,0,M-R relationship,,5015,50,-50,0,0.77,0.02,-0.02,0,0.82,0.02,-0.03,0
K2-18 b,K2-18,1,2,Transit,2015,0.1429,0.006,-0.0065,0,0.02807,0.00535,-0.00503,0,Mass,M2.5 V,3457,39,-39,0,0.41,0.04,-0.04,0,0.36,0.05,-0.05,0
K2-18 c,K2-18,1,2,Radial Velocity,2017,0.06,0.003,-0.003,0,0.02363,0.00418,-0.00418,0,Msini,M2.5 V,3457,39,-39,0,0.41,0.04,-0.04,0,0.36,0.05,-0.05,0
K2-180 b,K2-180,1,1,Transit,2018,0.0734,0.008,-0.0219,0,0.036,0.006,-0.006,0,Mass,K2 V,5306,45,-40,0,0.72,0.01,-0.01,0,0.72,0.04,-0.03,0
K2-181 b,K2-181,1,1,Transit,2018,0.0706,0.001,-0.001,0,0.0266,,,0,M-R relationship,,5608,91,-91,0,1.07,0.02,-0.02,0,0.99,0.04,-0.04,0
K2-182 b,K2-182,1,1,Transit,2018,0.0519,0.0022,-0.0067,0,0.0244,,,0,M-R relationship,,5181,48,-42,0,0.8,0.01,-0.01,0,0.84,0.03,-0.04,0
